"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Scroll of Titan Summoning (Kraken)","DMG'24","303","legendary","scroll","","","","","","","When you take a Magic action to read this scroll, a Kraken appears in an unoccupied space in water that you can see within 1 mile of yourself. A kraken requires a body of water large enough to contain it, or the summoning fails and the scroll is wastedThe Kraken is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Kraken is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
"Scroll of Titan Summoning (Tarrasque)","DMG'24","303","legendary","scroll","","","","","","","When you take a Magic action to read this scroll, a Tarrasque appears in an unoccupied space on the ground or in water that you can see within 1 mile of yourself.The Tarrasque is Hostile toward all other creatures and disappears when it drops to 0 Hit Points. If the Tarrasque is summoned into a space that isn't large enough to contain it, the summoning fails, and the scroll is wasted."
"Scroll of the Comet","IDRotF","315","legendary","scroll","","","","","","","By using an action to read the scroll, you cause a comet to fall from the sky and crash to the ground at a point you can see up to 1 mile away from you. You must be outdoors when you use the scroll, or nothing happens and the scroll is wasted.The comet creates a 50-foot-deep, 500-foot-radius crater on impact. Any creature in that radius must make a DC 20 Dexterity saving throw, taking 30d10 force damage on a failed saving throw, or half as much damage on a successful one. All structures in the crater are destroyed, as are all nonmagical objects that aren't being worn or held."
"Secondhand Steal Trinket","BMT","108","none","adventuring gear","","","","","","","Secondhand Stealsd8Secondhand Steal1A pair of small, rose-tinted glasses with round lenses2A droopy potted plant in an old boot3A rusty metal goblet shaped like a frog opening its mouth to the sky4A wide-brimmed, palm-frond sunhat that has been chewed on5A utensil shaped like a fork on one end and a spoon on the other6A thick, sun-yellowed book on seasonal agriculture written in Halfling7A well-used squeaky toy in the shape of a garden gnome with a red hat8A glass statuette of a rust monster"
"Seeker Dart","PotA","223","uncommon","weapon (Dart), simple weapon, ranged weapon","","1d4 Piercing","finesse, thrown (20/60 ft.)","","¼ lb.","","This small dart is decorated with designs like windy spirals that span the length of its shaft.When you whisper the word ""seek"" and hurl this dart, it seeks out a target of your choice within 120 feet of you. You must have seen the target before, but you don't need to see it now. If the target isn't within range or if there is no clear path to it, the dart falls to the ground, its magic spent and wasted. Otherwise, elemental winds guide the dart instantly through the air to the target. The dart can pass though openings as narrow as 1 inch wide and can change direction to fly around corners.When the dart reaches its target, the target must succeed on a DC 16 Dexterity saving throw or take 1d4 piercing damage and 3d4 lightning damage. The dart's magic is then spent, and it becomes an ordinary dart. Range. A weapon that can be used to make a ranged attack has a range shown in parentheses after the ammunition or thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second indicates the weapon's maximum range. When attacking a target beyond normal range, you have disadvantage on the attack roll. You can't attack a target beyond the weapon's long range. Finesse. When making an attack with a finesse weapon, you use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
"Sekolahian Worshiping Statuette","GoS","229","common","wondrous item","","","","","","","Skillfully carved from sandstone, this 1-foot-tall statuette depicts a shark twisting through the water with its mouth open. If any Tiny sea-dwelling animal is within 1 inch of the statuette's mouth, the shark flashes to life and deals 1 piercing damage to it. The shark can deal damage in this way no more than once per hour."
"Semiautomatic Pistol","DMG'24","73","none","weapon, modern, martial weapon, ranged weapon, firearm","","2d6 Piercing","Ammunition (50/150 ft.; Firearm Bullet), Reload (15 shots)","Mastery: Vex","3 lb.","","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. Firearm Bullets are destroyed upon use in a modern firearm. Futuristic firearms use Energy Cells that become depleted but could possibly be recharged with the proper equipment, at the GM's discretion. Reload. You can make a limited number of shots with a Reload weapon. You must then reload the weapon as an action or a Bonus Action. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Sending Stone","AI","33","uncommon","wondrous item","","","","","","","Also at rank 1, you are given use of an Acquisitions Incorporated sending stone, an uncommon magic item that resembles a gemstone in a bold setting. It functions like a normal sending stone, except that it has no matching stone and allows communication with Head Office, specific secretarians you know, and the secretarian nearest your location. You must succeed on a DC 15 Intelligence (Arcana) check to establish contact. Once the stone is successfully used, it can't be used again until the next dawn.Making contact with another secretarian assumes that they are in possession of their own sending stone.Quirks of Your Sending Stoned8quirk1It's a flip stone.2It gets great reception everywhere except in your headquarters.3It sometimes picks up other magical conversations.4It's the perfect size, shape, and weight to be used as a skipping stone.5It heats up when you use it, to the extent that it once burned through your gloves.6It has an obnoxious ringtone that you can't work out how to change.7It fails to notify you of incoming messages except for a faint pulsating glow.8It's voice activated, so that every time you talk to someone, it tries to send a message to someone else. Rumor Mill. Also at rank 2, whenever your franchise begins a major quest or mission, make a DC 15 Intelligence (History) check. On a success, you can learn up to three rumors related to creatures or organizations involved in the mission, which come to you through your sending stone. These rumors reflect current or historical knowledge possessed by Acquisitions Incorporated or the organization's many contacts. Improved Rumor Mill. At rank 3, when you use your Rumor Mill feature, the DM provides you with a sense of which parts of a particular rumor are inaccurate, if any. You do not necessarily learn the truth behind those false rumors."
"Sending Stones","DMG'24","303","uncommon","wondrous item","","","","","","","Sending Stones come in pairs, with each stone carved to match the other so the pairing is easily recognized. While you touch one stone, you can cast Sending from it. The target is the bearer of the other stone. If no creature bears the other stone, you know that fact as soon as you use the stone, and you don't cast the spell.Once Sending is cast using either stone, the stones can't be used again until the next dawn. If one of the stones in a pair is destroyed, the other one becomes nonmagical."
"Sensory Stone","SatO","13","uncommon","wondrous item","","","","","","","This small, smooth stone contains the essence of a single experience.As an action, you or a willing creature you designate can touch the stone and experience the sensation as if it happened to the designated creature. The illusory experience is fleeting and harmless, however real it might feel in the moment. Record Sensation. You can use your reaction to record a short sensation lasting no longer than 6 seconds experienced by a creature of your choice within 30 feet of yourself, infusing the essence of that experience into the stone. This replaces any sensation already stored within the stone. Siphon Sensation. As a bonus action, you can draw on the stone's magic to end the charmed or frightened condition on yourself, destroying the stone in the process."
"Sentinel Shield","DMG'24","303","uncommon","shield (shield)","","AC +2","","","6 lb.","","While holding this Shield, you have Advantage on Initiative rolls and Wisdom (Perception) checks. The Shield is emblazoned with a symbol of an eye."
"Serpent Scale Armor","CM","98","uncommon","medium armor (scale mail)","","AC 14 + Dex","","","45 lb.","","This suit of magic armor is made from shimmering scales. While wearing it, you can apply your full Dexterity modifier (instead of a maximum of +2) when determining your Armor Class. In addition, this armor does not impose disadvantage on your Dexterity (Stealth) checks."
"Serpent Venom","DMG'24","91","none","adventuring gear, poison (injury)","","","","","","200 gp","A creature subjected to Serpent Venom must succeed on a DC 11 Constitution saving throw, taking 10 (3d6) Poison damage on a failed save or half as much damage on a successful one."
"Serpent's Fang","CM","98","rare","weapon (Longsword), martial weapon, melee weapon","","1d8 Slashing","versatile (1d10)","","3 lb.","","This single-edged magic sword is made from the scrimshawed fang of a giant serpent. Its hilt changes shape to adjust to the grasp of any creature that picks it up. The weapon deals an extra 1d10 poison damage to any target it hits. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Shadowfell Brand Tattoo","TCE","134","rare","wondrous item (tattoo)","requires attunement","","","","","","Produced by a special needle, this magic tattoo is dark in color and abstract. Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space. Shadow Essence. You gain darkvision with a range of 60 feet, and you have advantage on Dexterity (Stealth) checks. Shadowy Defense. When you take damage, you can use your reaction to become insubstantial for a moment, halving the damage you take. Then the reaction can't be used again until the next sunset."
"Shadowfell Shard","TCE","135","rare","wondrous item","requires attunement by a sorcerer","","","","1 lb.","","This dull, cold crystal sits heavy and leaden, saturated by the Shadowfell's despair. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus while you hold or wear it.When you use a Metamagic option on a spell while you are holding or wearing the shard, you can momentarily curse one creature targeted by the spell; choose one ability score, and until the end of your next turn, the creature has disadvantage on ability checks and saving throws that use that ability."
"Shard Solitaire","KftGV","193","legendary","wondrous item","requires attunement","","","","","","This gemstone contains an unstable extradimensional rift. Its facets are ribboned with iridescent veins that seem to move of their own accord. Five types of shard solitaire are known to exist, each one a different type of gemstone, as shown in the Shard Solitaire Types table. Rift Step. As a bonus action, while wearing or holding the shard solitaire, you can teleport yourself, along with anything you're wearing or carrying, to an unoccupied space you can see within 30 feet of yourself.When you use this property, you can tap into the unstable power of the stone's extradimensional rift to increase the teleport distance by up to 30 feet, but if you teleport more than 30 feet using Rift Step, you must succeed on a DC 16 Constitution saving throw or take 3d10 force damage immediately after you teleport. Spellcasting. The stone has 6 charges and regains 1d6 expended charges daily at dawn. The Shard Solitaire Types table lists the spells common to all shard solitaires, as well as the spells specific to each kind of stone. As an action, you can cast one of the stone's spells by expending the requisite number of charges, requiring no material components (save DC 16).Shard SolitaireSpellsAllBanishment (3 charges; the target is banished to the stone's extradimensional space for the spell's duration), mirror image (1 charge)Black sapphireBlight (3 charges), finger of death (6 charges)DiamondIce storm (3 charges), simulacrum (6 charges; the duplicate created by the spell has the same number of hit points as the creature it imitates)JacinthFireball (2 charges), fire storm (6 charges)Rainbow pearlPrismatic spray (6 charges), water breathing (2 charges)RubyFly (2 charges), teleport (6 charges)Multiple variations of this item exist, as listed below:Shard Solitaire (Black Sapphire)Shard Solitaire (Diamond)Shard Solitaire (Jacinth)Shard Solitaire (Rainbow Pearl)Shard Solitaire (Ruby)"
"Shard Solitaire (Black Sapphire)","KftGV","193","legendary","wondrous item","requires attunement","","","","","","This gemstone contains an unstable extradimensional rift. Its facets are ribboned with iridescent veins that seem to move of their own accord. Five types of shard solitaire are known to exist, each one a different type of gemstone, as shown in the Shard Solitaire Types table. Rift Step. As a bonus action, while wearing or holding the shard solitaire, you can teleport yourself, along with anything you're wearing or carrying, to an unoccupied space you can see within 30 feet of yourself.When you use this property, you can tap into the unstable power of the stone's extradimensional rift to increase the teleport distance by up to 30 feet, but if you teleport more than 30 feet using Rift Step, you must succeed on a DC 16 Constitution saving throw or take 3d10 force damage immediately after you teleport. Spellcasting. The stone has 6 charges and regains 1d6 expended charges daily at dawn. As an action, you can cast one of the stone's spells by expending the requisite number of charges, requiring no material components (save DC 16). The black sapphire shard solitaire can be used to cast the following spells: banishment (3 charges; the target is banished to the stone's extradimensional space for the spell's duration), mirror image (1 charge), blight (3 charges), finger of death (6 charges)."
"Shard Solitaire (Diamond)","KftGV","193","legendary","wondrous item","requires attunement","","","","","","This gemstone contains an unstable extradimensional rift. Its facets are ribboned with iridescent veins that seem to move of their own accord. Five types of shard solitaire are known to exist, each one a different type of gemstone, as shown in the Shard Solitaire Types table. Rift Step. As a bonus action, while wearing or holding the shard solitaire, you can teleport yourself, along with anything you're wearing or carrying, to an unoccupied space you can see within 30 feet of yourself.When you use this property, you can tap into the unstable power of the stone's extradimensional rift to increase the teleport distance by up to 30 feet, but if you teleport more than 30 feet using Rift Step, you must succeed on a DC 16 Constitution saving throw or take 3d10 force damage immediately after you teleport. Spellcasting. The stone has 6 charges and regains 1d6 expended charges daily at dawn. As an action, you can cast one of the stone's spells by expending the requisite number of charges, requiring no material components (save DC 16). The diamond shard solitaire can be used to cast the following spells: banishment (3 charges; the target is banished to the stone's extradimensional space for the spell's duration), mirror image (1 charge), ice storm (3 charges), simulacrum (6 charges; the duplicate created by the spell has the same number of hit points as the creature it imitates)."
"Shard Solitaire (Jacinth)","KftGV","193","legendary","wondrous item","requires attunement","","","","","","This gemstone contains an unstable extradimensional rift. Its facets are ribboned with iridescent veins that seem to move of their own accord. Five types of shard solitaire are known to exist, each one a different type of gemstone, as shown in the Shard Solitaire Types table. Rift Step. As a bonus action, while wearing or holding the shard solitaire, you can teleport yourself, along with anything you're wearing or carrying, to an unoccupied space you can see within 30 feet of yourself.When you use this property, you can tap into the unstable power of the stone's extradimensional rift to increase the teleport distance by up to 30 feet, but if you teleport more than 30 feet using Rift Step, you must succeed on a DC 16 Constitution saving throw or take 3d10 force damage immediately after you teleport. Spellcasting. The stone has 6 charges and regains 1d6 expended charges daily at dawn. As an action, you can cast one of the stone's spells by expending the requisite number of charges, requiring no material components (save DC 16). The jacinth shard solitaire can be used to cast the following spells: banishment (3 charges; the target is banished to the stone's extradimensional space for the spell's duration), mirror image (1 charge), fireball (2 charges), fire storm (6 charges)."
"Shard Solitaire (Rainbow Pearl)","KftGV","193","legendary","wondrous item","requires attunement","","","","","","This gemstone contains an unstable extradimensional rift. Its facets are ribboned with iridescent veins that seem to move of their own accord. Five types of shard solitaire are known to exist, each one a different type of gemstone, as shown in the Shard Solitaire Types table. Rift Step. As a bonus action, while wearing or holding the shard solitaire, you can teleport yourself, along with anything you're wearing or carrying, to an unoccupied space you can see within 30 feet of yourself.When you use this property, you can tap into the unstable power of the stone's extradimensional rift to increase the teleport distance by up to 30 feet, but if you teleport more than 30 feet using Rift Step, you must succeed on a DC 16 Constitution saving throw or take 3d10 force damage immediately after you teleport. Spellcasting. The stone has 6 charges and regains 1d6 expended charges daily at dawn. As an action, you can cast one of the stone's spells by expending the requisite number of charges, requiring no material components (save DC 16). The rainbow pearl shard solitaire can be used to cast the following spells: banishment (3 charges; the target is banished to the stone's extradimensional space for the spell's duration), mirror image (1 charge), prismatic spray (6 charges), water breathing (2 charges)."
"Shard Solitaire (Ruby)","KftGV","193","legendary","wondrous item","requires attunement","","","","","","This gemstone contains an unstable extradimensional rift. Its facets are ribboned with iridescent veins that seem to move of their own accord. Five types of shard solitaire are known to exist, each one a different type of gemstone, as shown in the Shard Solitaire Types table. Rift Step. As a bonus action, while wearing or holding the shard solitaire, you can teleport yourself, along with anything you're wearing or carrying, to an unoccupied space you can see within 30 feet of yourself.When you use this property, you can tap into the unstable power of the stone's extradimensional rift to increase the teleport distance by up to 30 feet, but if you teleport more than 30 feet using Rift Step, you must succeed on a DC 16 Constitution saving throw or take 3d10 force damage immediately after you teleport. Spellcasting. The stone has 6 charges and regains 1d6 expended charges daily at dawn. As an action, you can cast one of the stone's spells by expending the requisite number of charges, requiring no material components (save DC 16). The ruby shard solitaire can be used to cast the following spells: banishment (3 charges; the target is banished to the stone's extradimensional space for the spell's duration), mirror image (1 charge), fly (2 charges), teleport (6 charges)."
"Shard of Xeluan","KftGV","134","rare","wondrous item","requires attunement","","","","","","This 1-foot-long shard of obsidian has veins of silver and gold beneath its cold surface. Empowered Magic. While holding the shard, you can use it as a spellcasting focus, and it gives you a +1 bonus to your spell attack rolls. Enhanced Strength. Your Strength score increases by 4 while the shard is on your person. The shard can't raise your Strength score above 22. Curse. Attuning to this item extends its curse to you. You remain cursed until you are targeted by a remove curse spell or similar magic, or until the shard is reattached to Xeluan's petrified heart.The shard's curse causes misfortune to befall you. When you roll a 1 on an attack roll, an ability check, or a saving throw, roll on the Shard Misfortunes table to determine the misfortune. For as long as this misfortune lasts, no other shard misfortunes befall you.d6Misfortune1You accidentally cut yourself with the shard and are poisoned until the next dawn.2You experience a vision of an ancient calamity—a beautiful city threatened by crumbling mountains and erupting volcanoes—and are stunned until the end of your next turn.3For a few seconds, the ground shakes under you. You and each creature within 10 feet of you must succeed on a DC 16 Dexterity saving throw or be knocked prone.4The shard releases three glowing darts of magical force that target one random creature within 30 feet of you. If no such target exists, you become the target. Each dart hits automatically and deals 3 (1d4 + 1) force damage to the target.5Until the next dawn, Beasts with an Intelligence score of 3 or lower are hostile to you.6Nothing seems to go your way. Until the next dawn, you have disadvantage on ability checks."
"Shard of the Ise Rune","SKT","236","very rare","wondrous item","requires attunement","","","","","","This shard of ice is long and slender, roughly the size of a dagger. The ise (ice) rune glows within it. The shard has the following properties, which work only while it's on your person. Frigid Touch. As an action, you can touch a body of water and freeze the water in a 10-foot-radius sphere around the spot you touched. Once you use this property, you can't use it again until you finish a short or long rest. Frost Friend. You have resistance to fire damage. Icy Mantle. As an action, you can touch yourself or another creature with water on your finger. The water creates an icy mantle of protection. The next time within the next minute that the target takes bludgeoning, slashing, or piercing damage, that damage is reduced to 0, and the mantle is destroyed. Once you use this property, you can't use it again until you finish a short or long rest. Winters Howl. As an action, you can cast sleet storm (spell save DC 17). You regain this ability after you finish a short or long rest. Gift of Frost. You can transfer the shard's magic to a nonmagical item—a cloak or a pair of boots-by tracing the ise rune there with your finger. The transfer takes 8 hours of work that requires the two items to be within 5 feet of each other. At the end, the shard is destroyed, and the rune appears in blue on the chosen item, which gains a benefit based on its form:Cloak. The cloak is now a rare magic item that requires attunement. While wearing it, you have resistance to fire damage, and you have advantage on Dexterity (Stealth) checks made while in snowy terrain.Boots. The pair of boots is now a rare magic item that requires attunement. While wearing it, you ignore difficult terrain while walking, and you can walk on water."
"Shatterspike","TftYP","229","uncommon","weapon (Longsword), martial weapon, melee weapon","requires attunement","1d8 Slashing","versatile (1d10)","","3 lb.","","You have a +1 bonus to attack and damage rolls made with this magic weapon. If it hits an object, the hit is automatically a critical hit, and it can deal bludgeoning or slashing damage to the object (your choice). Further, damage from nonmagical sources can't harm the weapon. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Shatterstick","BGDIA","99","unknown","other","","","","","4 lb.","","A shatterstick is a nonmagical, 12-inch-long, 4-pound stake made of blue-tinged infernal iron mined on Cania, the eighth layer of the Nine Hells. When embedded in earth or pounded into solid rock, the stake emits a seismic vibration in a 20-foot radius centered on itself for 1 minute, shaking the ground in that area for the duration. When the effects ends, the shatterstick breaks apart, becoming useless, and all structures within 20 feet of it take 35 (10d6) bludgeoning damage."
"Shawm","PHB'24","221","none","instrument","","","","","1 lb.","2 gp","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Sheep","DMG'24","213","none","trade good","","","","","","2 gp","Merchants commonly exchange trade goods without using currency."
"Shield","PHB'24","219","none","armor (shield)","","AC +2","","","6 lb.","10 gp",""
"Shield Guardian Amulet","IDRotF","149","rare","wondrous item","requires attunement by a humanoid","","","","","","The amulet is a 4-inch-wide disk composed of silver-framed wood, with a rune carved into its face. A detect magic spell reveals a magical aura of enchantment around the amulet.Every shield guardian has an amulet magically linked to it. A shield guardian can have only one corresponding amulet, and if that amulet is destroyed, the shield guardian is incapacitated until a replacement amulet is created.A shield guardian's amulet is subject to direct attack if it isn't being worn or carried. It has AC 10, 10 hit points, and immunity to poison and psychic damage. Crafting an amulet requires 1 week and costs 1,000 gp in components.A shield guardian's solitary focus is to protect the amulet's wearer. The amulet's wearer can command the guardian to attack its enemies or to guard the wielder against attack. If an attack threatens to injure the wearer, the construct can magically absorb the blow into its own body, even at a distance.A humanoid that attunes to this amulet knows the distance and direction of the shield guardian, provided the amulet and the guardian are on the same plane of existence. As an action, the amulet's attuned wearer can try to reactivate the shield guardian, doing so with a successful DC 20 Intelligence (Arcana) check. Reactivation can only be attempted while the amulet and guardian are within 10 feet of each other."
"Shield of Expression","DMG'24","303","common","shield (shield)","","AC +2","","","6 lb.","","The front of this Shield is shaped in the likeness of a face. While bearing the Shield, you can take a Bonus Action to alter the face's expression."
"Shield of Missile Attraction","DMG'24","304","rare","shield (shield)","requires attunement","AC +2","","","6 lb.","","While holding this Shield, you have Resistance to damage from attacks made with Ranged weapons. Curse. This Shield is cursed. Attuning to it curses you until you are targeted by a Remove Curse spell or similar magic. Removing the Shield fails to end the curse on you. Whenever an attack with a Ranged weapon targets a creature within 10 feet of you, the curse causes you to become the target instead."
"Shield of Shouting","ToA","116","unknown (magic)","armor (shield)","","AC +2","","","6 lb.","","A detect magic spell reveals an aura of transmutation magic around this shield, which has a minor magical property: words spoken by the shield's bearer are amplified and sound ten times louder than normal."
"Shield of the Blazing Dreadnought","BGG","116","legendary","shield (shield)","requires attunement","AC +2","","","6 lb.","","Modeled after the formidable spiked tower shields wielded by some fire giants, this iron shield emanates a constant warmth.You can use a bonus action to activate the shield, causing glowing lava to flow through the shield's grooves for 1 minute. While the shield is active, you gain the following benefits: Blazing Soul. You have immunity to fire damage. Cleansing Fire. As an action, you can cause the shield to flare with the cleansing fire of the god Surtur. Choose one creature you can see within 30 feet of yourself (you can choose yourself). One disease or condition of your choice affecting this creature ends immediately; the condition can be blinded, charmed, deafened, or poisoned. Shield Bash. When you take the Attack action on your turn, you can replace one of your attacks with a shield bash, targeting one creature you can see within 5 feet of yourself. The target must make a Strength saving throw (DC equals 8 + your proficiency bonus + your Strength modifier). On a failed save, the target takes 3d6 bludgeoning damage plus 3d6 fire damage and is knocked prone. On a successful save, the target takes half as much damage only. You can use Shield Bash only once per turn.Once the shield has been activated, it can't be activated again until the next dawn."
"Shield of the Cavalier","DMG'24","304","very rare","shield (shield)","requires attunement","AC +2","","","6 lb.","","While holding this Shield, you have a +2 bonus to Armor Class. This bonus is in addition to the Shield's normal bonus to AC.The Shield has the following additional properties that you can use while holding it. Forceful Bash. When you take the Attack, you can make one of the attack rolls using the Shield against a target within 5 feet of yourself. Apply your Proficiency Bonus and Strength modifier to the attack roll. On a hit, the Shield deals Force damage to the target equal to 2d6 + 2 plus your Strength modifier, and if the target is a creature, you can push it up to 10 feet directly away from yourself. If the creature is your size or smaller, you can also knock it down, giving it the Prone condition. Protective Field. As a Reaction, when you or an ally you can see within 5 feet of you is targeted by an attack or makes a saving throw against an area of effect, you can use the Shield to create an immobile 5-foot Emanation originating from you. When the Emanation appears, any creatures or objects not fully contained within it are pushed into the nearest unoccupied spaces outside it. The attack or area of effect that triggered the Reaction has no effect on creatures and objects inside the Emanation, which lasts as long as you maintain Concentration, up to 1 minute. Nothing can pass into or out of the Emanation. A creature or object inside the Emanation can't be damaged by attacks or effects originating from outside, nor can a creature inside the Emanation damage anything outside it. Once this property is used, it can't be used again until the next dawn."
"Shield of the Hidden Lord","BGDIA","225","legendary","armor (shield)","requires attunement","AC +2","","","6 lb.","","The Shield of the Hidden Lord is of celestial origin and serves as a prison for the pit fiend Gargauth, whose mortal followers revere it as a god. Over time, Gargauth's evil has warped the shield's appearance, so that its celestial motif and designs have become twisted into a fiendish face that subtly moves in disturbing ways.While holding this shield, you gain a +2 bonus to AC and resistance to fire damage. Sentience. The Shield of the Hidden Lord is sentient as long as it imprisons Gargauth. While sentient, the shield has the following properties:The shield has an Intelligence of 22, a Wisdom of 18, and a Charisma of 24, as well as hearing and truesight out to a range of 120 feet.The shield can speak, read, and understand Common and Infernal, and it can communicate telepathically with any creature it can sense within 120 feet of it. Its voice is a deep, hollow whisper.The shield has 3 charges. You can use an action to expend 1 charge to cast fireball or 2 charges to cast wall of fire from the shield (save DC 21 for each). The wall of fire spell lasts for 1 minute (no concentration required). The shield regains all expended charges daily at dawn.Anytime during your turn, the shield can choose to radiate an aura of dread for 1 minute. (This is not a power of the shield that you control.) Any creature hostile to you that starts its turn within 20 feet of the shield must make a DC 18 Wisdom saving throw. On a failed save, the creature is frightened until the start of its next turn. On a successful save, the creature is immune to this power of the shield for the next 24 hours. Once the shield uses this power, it can't use it again until the next dawn. Gargauth's Personality. Gargauth desperately seeks freedom but can't escape on its own. The pit fiend won't reveal its true nature, referring to itself only as the Hidden Lord. It drops hints and subtle suggestions that it is an angel trapped in an unholy prison. If released from the shield, the pit fiend honors the terms of whatever bargain it struck to facilitate its escape.While trapped in the shield, Gargauth carefully steers the shield's current owner toward committing acts of cruelty and domination, hoping to condemn the individual's soul to the Nine Hells. Conflict occurs if the shield's owner does anything that would make it more difficult for Gargauth to escape its prison, such as leaving the shield in a place where others are unlikely to find it.Gargauth doesn't know how to escape from the shield. The pit fiend believes (incorrectly) that it can break free of the shield if it's brought to the Nine Hells, for it's convinced that the shield's powers are weaker there. Freeing Gargauth. Casting dispel evil and good on the shield has a 1 percent chance of freeing the pit fiend, or automatically succeeds if the spell is cast by a solar, a planetar, or an archdevil. A god can release the pit fiend by touching the shield and speaking Gargauth's name. When released, Gargauth appears in a random, unoccupied space as close to the shield as possible."
"Shield of the Silver Dragon","CoS","68","rare","armor (shield)","","AC +2","","","6 lb.","","While holding this shield, you have a +2 bonus to AC. This bonus is in addition to the shield's normal bonus to AC.The shield is emblazoned with a stylized silver dragon that is the emblem of the Order of the Silver Dragon (see Curse of Strahd, chapter 7). The shield whispers warnings to its bearer, granting a +2 bonus to initiative if the bearer isn't incapacitated.A shield is made from wood or metal and is carried in one hand. Wielding a shield increases your Armor Class by 2. You can benefit from only one shield at a time."
"Shield of the Tortoise","BMT","67","uncommon","shield (shield)","requires attunement","AC +2","","","6 lb.","","While you are wielding this shield, you gain a +1 bonus to AC. This bonus is in addition to the shield's normal bonus to AC. Curse. This item is cursed. Attuning to it extends the curse to you until you are targeted by a Remove Curse spell or similar magic. You cannot discard the shield, and remain attuned to it, as long as you are cursed. As long as you are cursed, you are sluggish. Your speed is halved. When you roll initiative, treat the roll on your d20 as a 1. You can't change your initiative by any means."
"Shield of the Uven Rune","WDMM","299","very rare","armor (shield)","requires attunement","AC +2","","","6 lb.","","This shield is made from the scale of an ancient white dragon. It has a rune burned into its outward-facing side. A character who examines the rune and succeeds on a DC 20 Intelligence (History) check recognizes it as an uven (""enemy"" in Giant) rune that confers great power.While holding the shield, you benefit from the following properties. Winter's Friend. You are immune to cold damage. Deadly Rebuke. Immediately after a creature hits you with a melee attack, you can use your reaction to deal 3d6 necrotic damage to that creature. Bane. You can cast the bane spell from the shield (save DC 17). The spell does not require concentration and lasts for 1 minute. Once you cast the spell from the shield, you can't do so again until you finish a short or long rest. Gift of Vengeance. You can transfer the shield's magic to a nonmagical weapon by tracing the uven rune on the weapon with one finger. The transfer takes 8 hours of work that requires the two items to be within 5 feet of each other. At the end, the shield is destroyed, and the rune is etched or burned into the chosen weapon. This weapon becomes a rare magic item that requires attunement. It has the properties of a +1 weapon. The bonus increases to +3 when the weapon is used against one of the following creature types, chosen by you at the time of the magic weapon's creation: aberrations, celestials, constructs, dragons, elementals, fey, fiends, giants, or undead."
"Shortbow","PHB'24","215","none","weapon, simple weapon, ranged weapon","","1d6 Piercing","Ammunition (Range 80/320 ft.; Arrow), Two‑Handed","Mastery: Vex","2 lb.","25 gp","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
